SeqID,CV
22553_4,6.0
22554_101,7.0
22557_68,5.5
22560_1,25.0
22561_3,4.0
22563_4,4.0
22564_5,4.5
22566_53,9.5
22568_7,3.5
22569_55,6.0
22572_19,7.5
22576_1,4.0
22576_2,10.0
22577_24,8.5
22578_17,3.5
22579_93,5.0
22580_29,4.5
22583_47,6.0
22584_2,3.5
22585_5,4.0
22586_24,4.5
22587_37,5.5
22588_35,5.0
22589_3,7.5
22590_68,3.5
22591_4,4.0
2273_34,1.5
22770_22,4.0
22771_6,10.5
22772_125,5.0
22773_69,3.5
22774_20,3.5
22776_40,46.0
22777_46,4.0
22779_75,4.0
2278_61,7.0
22782_80,9.0
22783_40,4.5
22784_4,3.5
22786_57,4.0
22787_39,3.5
22788_10,3.0
22792_21,9.0
22793_110,3.0
22795_17,3.5
22796_17,4.0
22797_20,3.5
22798_111,23.0
22799_17,3.5
22800_24,4.0
22801_83,6.5
22802_13,4.0
22805_18,17.0
22806_1,3.5
22808_59,4.0
22809_32,6.0
22810_41,5.5
22811_5,3.5
22812_4,3.5
22813_5,7.5
22814_1,3.0
22815_4,4.5
22816_4,4.5
22817_126,4.0
22818_4,7.0
22821_50,6.5
22824_53,7.0
22826_2,5.0
22831_11,3.5
22832_9,7.5
22833_74,8.0
22834_21,3.5
22838_39,3.0
22839_23,4.0
22841_16,7.0
22842_85,5.5
22844_4,4.0
22845_3,3.5
22847_18,4.5
22857_5,16.0
22858_3,10.0
22862_44,3.5
2288_7,2.0
22946_55,2.5
22948_13,4.5
22950_6,3.5
22952_28,2.5
22953_85,2.0
22954_10,5.5
22955_28,3.5
22958_6,3.0
22959_32,5.5
22960_8,5.5
22961_7,3.5
22963_3,3.0
22966_20,5.0
22967_15,4.0
22968_9,4.0
22969_12,3.5
22970_8,4.5
22972_26,5.5
22973_8,5.0
22974_25,7.0
22977_18,3.5
22978_13,3.0
22980_37,23.0
22981_3,3.5
22984_10,8.5
22985_160,4.0
22987_69,2.5
22989_24,4.5
22990_20,3.0
22991_9,3.5
22992_6,3.5
22993_9,5.0
23000_22,3.5
23002_27,4.5
23006_19,3.0
23007_8,5.0
23008_4,9.5
23016_24,5.5
23017_17,8.5
23018_4,4.0
23020_18,5.0
23022_5,4.0
23023_21,4.0
23024_25,4.0
23028_49,3.5
23029_3,5.5
23030_4,7.0
23031_6,4.5
23034_13,4.0
23037_37,3.5
23038_63,5.0
23039_56,4.0
2305_52,1.5
2312_13,1.5
23148_100,3.5
23152_49,3.0
23153_14,7.5
23156_146,14.5
23161_3,4.5
23162_36,3.0
23164_8,4.5
23173_3,4.0
23176_17,4.0
23178_95,3.0
23181_2,3.5
23183_6,4.5
23187_9,4.0
23200_25,4.0
23202_78,3.5
23203_3,6.0
23210_4,7.0
23212_8,5.0
23213_21,6.5
23224_11,4.5
23225_26,3.5
23226_42,13.0
23228_2,9.5
23241_27,3.5
23242_2,4.5
23243_120,5.0
23245_5,7.0
23246_67,4.0
23248_1,3.5
23250_3,3.5
23252_4,5.0
23253_5,5.5
23254_31,3.5
23255_7,7.0
23256_21,4.0
23257_14,5.0
23258_56,4.0
23259_23,36.0
23261_27,3.5
23262_11,4.0
23263_9,8.0
23264_42,3.5
23265_15,9.0
23266_62,6.0
23267_5,3.0
23268_15,3.5
23269_40,3.5
23270_14,3.5
23271_20,12.5
23272_8,4.0
23273_42,9.0
23274_27,10.0
23275_9,5.0
23276_14,4.0
23278_13,5.5
23280_9,2.5
23281_29,13.5
23282_19,4.5
23283_9,3.5
23284_5,3.5
23285_51,7.0
23286_2,4.0
23287_109,8.5
23288_28,13.5
23289_25,3.5
23290_3,4.5
23291_18,4.5
23292_1,2.5
23293_15,6.0
23294_19,9.5
23296_29,4.5
23298_148,5.5
23299_52,3.5
2330_2,5.5
23300_3,6.0
23301_2,3.5
23302_19,7.0
23303_131,44.0
23304_1,48.0
23305_38,4.5
23306_37,3.5
23307_7,4.5
23308_31,3.0
23309_11,7.0
23310_51,4.0
23311_19,4.0
23312_16,6.0
23314_46,4.0
23315_30,3.0
23317_10,4.0
23318_60,3.5
23319_6,7.0
23320_11,4.5
23321_42,9.0
23322_2,6.5
23323_25,3.0
23324_6,8.0
23325_18,4.0
23326_10,4.0
23327_1,4.0
23329_52,5.5
2333_72,8.0
23330_12,3.5
23334_21,2.0
23335_31,3.5
23336_2,8.0
23337_54,5.0
23339_46,2.5
23340_37,6.5
23341_16,4.0
23342_4,4.5
23343_6,4.5
23345_2,10.5
23349_5,5.0
23350_66,8.0
23351_59,10.5
23352_9,3.5
23354_12,5.5
23356_32,7.0
23358_42,4.0
23359_25,3.0
23361_20,4.5
23362_26,36.0
23363_41,15.0
23364_3,4.0
23365_7,2.5
23366_15,5.0
23367_8,4.5
23369_17,2.5
23370_39,5.0
23371_5,15.0
23372_112,18.5
23373_77,8.5
23374_42,4.0
23375_4,7.0
23376_56,6.5
23378_29,6.0
23379_60,3.5
23380_16,4.5
23381_8,15.5
23382_30,11.5
23384_19,5.5
23385_18,4.5
23386_38,9.0
23387_18,7.5
23389_28,4.5
23390_6,19.0
23391_20,19.0
23392_41,4.0
23393_56,4.5
23394_125,4.5
23395_5,3.5
23396_21,4.5
23398_1,5.0
23399_35,23.0
23401_3,4.5
23402_147,5.5
23403_64,3.5
23404_16,6.0
23405_33,3.5
23406_3,4.0
23407_9,8.0
23408_1,4.0
23409_83,4.5
23410_46,5.5
23411_108,3.5
23413_38,3.5
23414_12,6.0
23416_47,5.5
23418_66,15.0
23422_47,15.5
23424_4,4.0
23425_19,4.0
23426_1,3.5
23518_7,3.0
23519_91,25.0
23520_60,5.5
23521_29,5.5
23522_1,5.5
23523_14,7.5
23524_2,7.0
23525_27,3.0
23526_25,5.0
23528_199,3.5
23529_11,4.5
23530_3,14.5
23531_79,4.0
23534_27,30.0
23535_3,6.0
23536_14,2.5
23537_4,6.0
23540_3,6.0
23541_61,5.5
23542_8,5.0
23543_92,4.5
23544_10,4.0
23545_6,3.5
23546_9,3.5
23547_21,3.0
23550_10,6.0
23551_15,21.0
23553_1,4.0
23554_2,4.0
23555_11,5.0
23556_4,4.5
23557_110,4.0
23558_33,4.5
23559_10,5.5
23560_154,22.0
23561_4,3.5
23564_83,6.0
23566_6,4.0
23567_37,6.0
23568_41,4.5
23569_53,4.5
23570_87,2.5
23571_93,4.0
23572_186,4.5
23575_58,4.0
23576_46,5.0
23578_6,5.5
23579_3,3.0
2358_19,5.0
23580_2,3.5
23581_131,3.0
23584_2,4.0
23586_32,3.0
23588_9,4.0
23589_21,5.0
2359_65,3.0
23591_9,5.5
23593_14,3.0
23594_2,3.5
23595_6,5.5
23596_17,3.0
23597_11,5.0
23601_43,3.5
23602_35,3.0
23605_3,4.5
23606_18,7.5
23607_1,9.5
23611_16,3.5
23615_4,6.0
23616_4,18.5
23617_15,3.5
23618_23,3.5
23619_235,4.5
23620_16,3.5
23621_326,5.0
23622_128,5.0
23623_48,9.5
23624_34,3.0
23625_44,2.5
23627_3,4.5
23629_4,4.5
23631_1,5.5
23632_22,4.0
23637_55,4.5
23638_3,2.5
23639_93,2.5
23640_10,9.0
23643_22,9.0
23644_19,5.5
23645_49,8.5
23646_5,3.0
23648_36,4.5
23649_6,3.0
23650_2,4.5
23652_15,3.0
23654_6,6.0
23656_9,36.0
23657_102,4.5
23658_1,2.0
23659_2,6.5
23660_112,4.0
23661_61,4.0
23662_10,4.5
23663_28,6.5
23664_17,9.5
23665_35,3.0
23666_35,2.5
23668_281,8.0
23669_20,5.5
23670_11,4.5
23671_11,4.0
23672_10,4.0
23673_9,7.0
23675_16,8.5
23677_30,11.5
23678_132,3.5
23679_43,3.0
23680_1,8.0
23682_79,4.0
23683_79,5.0
23685_132,4.5
23686_44,2.5
23687_27,4.0
23689_52,6.0
23690_228,2.5
23691_2,4.0
23692_19,14.0
23693_4,4.0
23694_3,13.0
23695_1,3.5
23696_256,6.5
23699_61,3.5
23700_42,4.0
23702_98,3.5
23703_8,6.5
23704_11,10.5
23705_42,8.0
23706_13,9.5
23767_1,7.0
23771_17,3.5
23783_22,13.5
2381_52,3.5
23903_3,5.5
23915_18,7.5
23923_26,6.0
23929_159,3.0
23949_12,34.0
23967_8,5.0
23981_172,5.0
24011_27,4.5
24013_6,3.5
24023_35,4.0
24027_32,3.5
24050_26,4.5
24055_44,20.0
24111_10,4.5
24179_48,6.0
2418_55,12.5
24201_86,4.0
2421_7,4.5
24211_25,8.0
24215_8,5.0
24216_30,4.5
24217_2,4.0
24221_3,10.5
24222_10,3.5
24223_5,5.5
24226_30,5.5
24235_2,13.0
24236_46,3.0
24237_115,4.5
24244_81,5.0
24245_2,6.5
24247_13,8.0
24251_44,5.5
24252_85,4.5
24253_5,3.0
24255_38,5.5
24256_7,3.0
24259_24,4.5
24260_4,4.0
24261_202,3.5
24263_6,4.5
24265_6,3.5
24266_2,2.5
24267_24,5.5
24268_21,4.0
24271_9,5.5
24273_43,3.5
24276_171,4.5
24277_22,6.0
24278_4,4.5
24279_30,5.0
24286_48,6.0
24289_1,4.0
2429_27,16.5
24290_5,3.0
24293_39,7.0
24294_13,4.5
24299_1,6.0
2430_52,5.5
24304_3,2.0
24307_22,8.0
24309_14,4.5
2431_17,3.5
24314_9,5.5
24316_10,5.0
24318_13,7.0
24319_19,4.0
24320_3,3.5
24321_67,3.0
24322_1,3.5
24323_43,3.5
2436_49,4.0
24407_31,8.0
24408_30,6.0
24409_2,3.5
2441_2,3.0
24411_144,6.0
24412_1,5.5
24413_96,3.0
24414_3,7.5
24416_20,2.5
24417_22,5.0
24418_14,4.5
24419_3,3.0
24420_57,3.0
24422_36,5.0
24423_9,5.5
24424_25,2.5
24425_8,6.5
24426_15,6.0
24426_191,3.0
24427_33,5.5
24428_76,5.0
2443_10,10.0
24430_11,3.0
24431_32,3.0
24432_3,5.0
24434_16,3.5
24435_1,6.0
24436_23,6.5
24437_6,4.0
24440_11,5.5
24441_7,3.0
24443_8,2.5
24444_10,5.0
24445_38,4.5
24446_65,9.5
24447_26,4.5
24449_11,4.0
24450_96,2.0
24453_75,4.5
24454_27,5.0
24455_2,2.5
24456_3,4.5
24457_12,8.0
24459_15,7.0
24462_4,4.0
24463_1,2.5
24465_28,3.0
24468_36,2.5
24469_10,4.5
2447_7,2.5
24470_20,7.0
24471_2,3.5
24472_28,6.0
24473_11,3.0
24474_12,4.5
24475_45,7.0
24476_18,4.5
24479_25,3.5
24485_32,8.0
24486_1,2.5
24487_95,3.5
24488_8,6.5
24489_34,4.0
2449_1,5.5
24490_16,4.0
24493_10,3.5
24494_67,3.5
24496_26,4.0
24497_8,4.5
24499_36,3.0
24634_1,4.5
24635_25,3.0
24636_9,5.0
24637_3,5.5
24638_3,9.0
24640_63,5.0
24641_10,7.0
24642_21,2.5
24643_21,5.0
24645_2,4.5
24646_47,4.5
24647_3,3.5
24648_8,3.5
24649_11,4.5
24651_1,3.0
24654_13,6.5
24655_23,5.0
24656_6,4.5
24658_98,3.0
24659_6,3.5
24661_4,4.5
24662_78,3.5
24664_3,3.5
24665_48,2.5
24667_27,3.0
24669_12,6.0
24670_1,6.0
24671_15,5.5
24674_22,4.0
24675_2,4.0
24676_105,2.5
24677_106,11.0
24678_10,3.5
24679_35,6.5
2468_62,3.5
24680_51,2.5
24681_2,3.0
24682_35,17.5
24683_11,2.5
24684_7,3.0
24685_12,4.0
24686_19,3.5
24687_18,7.0
24688_9,5.0
24689_9,3.5
24690_1,4.5
24693_5,4.0
24694_158,6.5
24695_8,3.0
24696_14,2.5
24697_48,5.5
24698_12,4.5
24699_20,5.0
24701_21,2.5
24702_31,3.0
24704_38,2.5
24706_73,4.0
24707_6,5.5
24708_7,3.0
24710_1,3.0
24711_21,4.0
24712_6,5.0
24713_4,4.0
24717_26,5.0
24718_8,2.5
24720_10,5.0
24721_17,5.0
24722_13,4.5
24723_58,5.5
24724_4,3.5
24725_4,12.0
2474_54,7.5
2475_1,7.0
2480_58,9.5
24891_54,3.5
24892_8,3.0
24895_25,4.0
24896_5,4.0
24898_39,9.5
24899_13,4.0
24900_46,6.5
24901_4,6.0
24902_84,4.5
24903_7,3.5
24904_121,4.0
24905_22,4.0
24907_3,4.5
24908_19,3.0
24909_40,4.5
24910_18,4.5
24911_57,7.5
24912_40,3.0
24914_10,4.0
24915_123,9.0
24917_95,6.0
24920_6,4.0
24921_73,6.5
24922_19,4.0
24923_27,3.0
24926_9,4.5
24928_20,6.0
24929_26,3.0
24931_9,4.0
24934_96,6.0
24935_62,3.0
24937_7,4.5
24938_7,3.5
24940_3,4.0
24941_14,2.5
24942_22,8.0
24944_12,4.0
24945_16,3.5
24946_9,2.5
24947_40,3.0
24948_79,3.0
24950_21,5.0
24951_3,6.0
24952_28,4.5
24953_27,3.0
24954_83,5.5
24955_116,3.5
24956_1,5.0
24957_6,4.5
24958_3,4.5
24959_20,3.5
24960_48,4.0
24962_7,3.5
24963_1,4.0
24967_4,7.5
24968_10,4.5
24970_117,4.5
24971_2,4.0
24973_11,3.0
24975_3,3.0
24977_18,10.0
24979_17,6.0
24981_8,6.0
24982_33,4.0
24983_119,7.5
2500_2,4.0
2501_51,5.5
25033_194,7.0
25036_10,5.5
25037_4,4.5
25038_5,3.5
25039_10,4.5
25041_11,5.5
25042_3,12.0
25043_74,8.0
25048_30,7.5
25049_8,6.5
2505_49,4.5
25050_82,7.0
25051_104,5.0
25052_3,4.0
25053_1,4.0
25054_15,5.5
25055_56,5.0
25057_2,8.5
25058_23,2.5
25059_18,6.0
25060_18,3.0
25061_8,4.0
25064_34,6.5
25065_22,4.5
25066_32,3.0
25068_131,13.5
25070_18,4.0
25072_11,3.5
25073_13,7.5
25074_119,9.0
25075_2,3.0
25076_2,4.0
25078_13,3.0
25080_16,3.0
25081_6,12.0
25082_3,4.0
25083_26,4.5
25085_37,7.5
25086_83,3.5
25087_11,3.0
25088_42,4.0
25089_21,5.0
25091_83,4.5
25092_32,5.5
25093_96,5.0
25094_9,4.0
25095_1,4.0
25096_58,3.5
25099_4,4.0
25100_11,4.0
25102_23,7.5
25103_45,5.5
25104_10,7.5
25105_70,5.0
25105_87,6.0
25108_6,6.0
25110_19,3.5
25111_24,8.0
25112_6,3.5
25114_256,9.0
25115_21,10.0
25116_11,3.0
25117_17,3.5
25118_45,5.0
25121_7,3.0
25123_198,4.5
25124_21,2.5
25125_7,2.5
25126_19,2.5
2513_7,1.0
2514_65,4.0
2515_14,2.5
2516_57,3.5
25209_15,3.5
25211_14,7.0
25215_1,4.5
25216_8,7.0
25217_35,6.5
25218_10,4.0
25219_17,24.0
25220_8,5.0
25225_14,5.0
25227_20,3.5
2523_31,7.5
25232_4,11.0
25233_2,4.0
25235_2,5.0
25236_11,5.0
25238_6,17.5
2524_56,10.5
25240_1,3.0
25242_12,4.5
25244_9,9.0
25245_22,5.0
25247_12,9.5
25248_28,5.0
25249_33,6.5
25251_6,19.0
25252_29,5.5
25253_17,4.5
25255_4,5.5
25256_153,6.5
25256_23,8.5
25257_162,2.5
25258_41,3.0
25259_7,4.0
25260_62,3.5
25261_42,6.5
25262_6,9.0
25263_4,9.5
25264_102,5.0
25265_8,4.0
25266_14,5.5
25267_10,11.5
25269_10,8.5
25270_3,3.5
25272_17,7.0
25273_80,12.0
25274_2,5.0
25275_30,4.5
25276_32,6.0
25277_51,5.0
25278_41,8.0
25279_44,3.0
25280_2,4.0
25281_50,7.0
25282_6,8.5
25283_2,3.5
25284_47,6.0
25285_14,5.0
25286_33,4.0
25287_7,4.0
25288_16,3.5
25291_27,6.5
25292_4,11.0
25292_6,11.0
25296_3,2.5
25297_11,8.0
25298_53,5.5
25299_11,3.5
25300_39,3.5
25301_48,3.5
25306_51,4.0
25307_8,11.5
25308_8,4.0
25409_5,4.0
25412_53,12.0
25413_80,4.5
25414_11,3.0
25416_5,3.5
25419_59,2.5
25422_58,5.5
25424_234,2.5
25428_103,3.5
25433_25,5.0
25436_44,7.5
25437_18,3.0
25438_288,4.5
25444_29,6.5
25446_34,5.0
25451_39,4.5
25452_16,5.0
25453_57,6.5
25454_38,8.0
25456_73,5.0
25459_3,5.5
25460_36,5.5
25461_3,3.5
25463_3,4.5
25464_1,4.5
25465_42,4.0
25466_84,6.0
25468_5,2.0
25472_12,4.5
25473_62,4.5
25479_8,8.5
25480_21,5.0
25481_66,10.5
25482_5,4.5
25484_120,4.0
25486_38,4.0
25488_6,5.0
25491_54,2.5
25492_7,7.5
25493_11,5.0
25497_35,16.0
25499_37,5.5
25500_6,3.5
25501_128,4.5
2558_51,3.5
2567_5,8.0
2570_72,4.5
2571_12,4.5
2573_20,6.0
2575_5,4.0
2578_67,5.5
2579_17,3.5
2580_83,3.5
2585_2,5.0
25879_6,3.0
25880_14,9.0
25886_11,3.0
25889_108,3.0
25895_29,3.0
25898_4,5.0
2590_69,5.0
25901_3,3.5
25902_27,3.5
25904_17,3.5
25906_5,3.5
25907_47,2.0
25910_1,11.0
25912_131,6.5
25913_17,3.5
25917_12,7.5
25918_60,5.0
25921_3,3.5
25922_7,6.0
25926_29,3.0
25938_13,3.5
25941_4,10.5
25947_116,4.0
25948_18,5.5
25949_3,4.5
25951_17,6.0
25954_3,2.0
25956_9,8.5
25957_5,3.0
25960_15,5.0
25962_51,8.0
25963_2,7.0
25964_12,5.5
25967_34,8.0
2597_8,4.5
2598_9,3.0
2599_51,4.0
2602_2,6.5
2603_61,9.0
2605_49,10.5
2607_54,2.5
2609_59,6.5
2611_72,4.5
2612_5,4.0
2614_28,5.0
2615_60,4.5
2616_23,5.0
2617_56,4.5
2618_10,4.5
2619_72,4.0
2620_4,4.0
2622_18,4.0
2625_53,4.0
2630_12,3.5
2631_50,5.5
2632_5,4.0
2633_52,8.0
2634_2,3.5
2635_61,9.5
2636_10,16.5
2637_77,11.0
2638_12,7.0
2640_3,10.5
2642_4,5.0
2643_57,5.5
2644_11,7.5
2645_54,3.5
2647_66,5.0
2649_77,7.5
2652_15,4.5
2654_19,6.0
2658_27,5.5
2665_26,3.5
2666_53,4.0
2668_70,6.5
2670_67,3.5
2677_1,3.5
2681_23,4.5
2682_68,12.0
2683_1,8.0
2685_21,7.0
2686_67,5.0
2687_2,3.5
2692_74,4.5
2693_20,21.0
2695_25,9.5
2696_87,4.5
2697_7,5.0
2700_56,8.0
2704_74,6.0
2705_5,4.0
2706_69,5.0
2708_54,5.0
2711_6,5.5
2714_78,9.0
2715_25,3.0
2719_3,7.0
2723_9,18.0
2728_62,8.5
2730_58,5.0
2731_29,3.5
2732_58,4.0
2734_49,3.0
2737_22,5.0
2741_22,4.0
2742_68,4.5
2743_5,5.0
2744_57,10.0
2746_56,6.0
2747_3,4.5
2748_3,5.0
2750_3,5.5
2751_16,3.5
2752_62,13.5
2753_2,10.5
2754_50,13.5
2755_8,12.0
2760_2,3.0
2761_49,4.0
2762_30,5.0
2763_66,4.0
2765_4,3.0
2768_56,5.0
2769_3,4.5
2770_51,16.0
2771_35,6.0
2773_50,4.0
2774_10,6.5
2775_54,6.5
2778_10,3.5
2780_35,7.5
2781_63,4.0
2783_18,11.0
2785_15,3.5
2788_55,8.5
2789_26,10.0
2790_54,6.5
2794_60,3.5
2796_62,7.0
2797_56,7.0
2805_6,3.5
2806_49,3.5
2809_25,3.5
2811_27,8.0
2813_11,4.5
2816_50,4.0
2819_23,3.5
2822_56,18.5
2823_7,3.5
2826_53,4.5
2827_23,15.5
2828_82,4.0
2829_19,3.5
2831_29,4.0
2833_20,8.0
2834_54,4.0
2835_1,4.0
2836_68,9.5
2837_3,5.0
2838_53,9.0
2839_2,4.5
2841_13,11.5
2843_13,4.5
2844_53,4.0
2846_24,4.5
2848_2,10.5
2849_49,7.0
2851_63,4.0
2853_68,6.0
2855_49,4.0
2857_70,5.5
2858_29,5.0
2859_69,6.0
2860_19,4.5
2864_2,6.0
2867_52,5.0
2869_68,5.0
2870_29,5.5
2871_73,20.0
2875_15,3.5
2876_74,3.5
2877_3,7.5
2878_66,5.0
2879_9,10.5
2888_49,10.5
2889_37,4.0
2890_59,6.5
2891_1,11.0
2900_53,6.5
2906_55,4.0
2911_27,5.5
2913_1,3.5
2915_6,3.5
2917_3,13.0
2925_9,4.5
2937_10,8.0
2938_55,9.5
2939_10,3.0
2942_50,4.0
2943_5,6.5
2944_66,7.0
2946_52,7.0
2948_58,3.5
2949_6,4.0
2950_57,6.5
2952_75,5.5
2953_31,4.0
2954_56,6.0
2960_66,9.5
2961_1,9.5
2962_50,3.0
2966_65,4.5
2967_8,6.0
2968_61,5.5
2969_11,6.5
2970_60,4.5
2972_57,6.0
2973_15,6.5
2974_61,6.0
2975_19,4.0
2976_58,15.0
2977_7,4.0
2979_8,3.5
2981_9,4.0
2982_82,2.5
2985_35,4.0
2986_49,4.5
2987_37,5.5
2989_17,4.0
2991_9,6.5
2992_59,6.0
2993_1,2.5
2994_71,3.5
2997_8,5.0
2998_53,3.5
2999_6,4.5
3000_66,11.0
3003_29,4.5
3004_67,6.5
3005_5,8.0
3007_7,6.0
3009_3,5.0
3010_53,3.0
3022_4,5.5
3024_18,5.0
3025_50,4.0
3026_5,2.5
3028_36,8.0
3029_52,3.0
3030_3,11.0
3032_11,4.0
3033_57,4.0
3034_1,3.0
3035_80,3.5
3037_62,8.0
3038_9,6.0
3040_59,4.0
3041_55,4.0
3042_7,9.5
3043_49,5.0
3044_3,11.5
3045_72,5.5
3046_31,8.0
3049_61,3.5
3050_7,34.0
3052_8,3.5
3053_49,3.0
3054_3,6.5
3055_54,4.5
3056_11,4.0
3057_55,11.5
3059_50,5.0
3060_43,9.5
3061_61,3.0
3065_65,4.0
3066_12,5.5
3067_67,2.5
3069_52,4.5
3070_1,4.0
3072_4,4.5
3073_51,4.5
3074_6,10.0
3077_66,7.0
3078_1,2.5
3079_62,6.5
3081_70,3.0
3082_9,4.0
3083_71,3.5
3091_70,5.5
3115_64,4.0
3122_6,4.0
3132_1,5.5
3143_3,3.0
3148_49,5.0
3151_6,5.5
3152_57,5.0
3166_92,4.5
3168_8,3.0
3169_70,3.5
3170_6,8.5
3171_57,7.0
3172_28,3.5
3173_49,4.5
3174_2,4.0
3175_51,4.5
3177_49,17.0
3178_5,4.5
3179_51,3.0
3181_50,5.0
3182_38,8.0
3184_25,8.5
3186_2,5.5
3187_52,3.0
3189_61,3.0
3191_50,4.5
3192_3,12.0
3194_36,5.0
3195_50,3.5
3196_6,3.0
3197_70,6.0
3198_4,9.5
3199_54,24.0
3200_49,5.5
3201_49,4.5
